t,U
223.965,8.2263
224.966,8.217
225.965,8.2077
226.966,8.1972
227.966,8.188
228.965,8.1777
229.966,8.168
230.966,8.1581
231.966,8.1478
232.965,8.1383
233.966,8.1282
234.966,8.1176
235.966,8.1079
236.966,8.0981
237.966,8.088
238.966,8.0776
239.966,8.0688
240.966,8.0584
241.966,8.0484
242.966,8.0377
243.966,8.0289
244.966,8.0191
245.966,8.0084
246.966,7.9998
247.966,7.9897
248.965,7.9802
249.966,7.9705
250.966,7.9613
251.966,7.9522
252.966,7.9416
253.965,7.9322
254.966,7.9225
255.966,7.9128
256.966,7.9038
257.965,7.8942
258.966,7.8842
259.966,7.8748
260.966,7.8657
261.966,7.856
262.966,7.8468
263.966,7.8373
264.966,7.8277
265.966,7.8185
266.966,7.8093
267.966,7.8005
268.966,7.7912
269.966,7.781
270.966,7.7715
271.966,7.7622
272.966,7.7528
273.966,7.7442
274.965,7.7345
275.966,7.7243
276.966,7.7158
277.966,7.707
278.965,7.6975
279.966,7.6879
280.966,7.6794
281.966,7.6706
282.965,7.6612
283.966,7.6501
284.966,7.6421
285.966,7.6334
286.965,7.624
287.966,7.6145
288.966,7.6045
289.966,7.5968
290.966,7.5871
291.966,7.5781
292.965,7.5693
293.966,7.5598
294.966,7.5503
295.966,7.5414
296.966,7.5313
297.966,7.5228
298.965,7.514
299.966,7.5042
300.966,7.4958
301.966,7.4871
302.966,7.4775
303.966,7.4678
304.965,7.4594
305.965,7.4504
306.966,7.4411
307.966,7.4328
308.966,7.4246
309.965,7.4153
310.965,7.4064
311.966,7.3976
312.966,7.3887
313.966,7.3798
314.966,7.3714
315.966,7.3625
316.966,7.3533
317.966,7.345
318.966,7.336
319.965,7.3267
320.965,7.3183
321.966,7.3092
322.966,7.3013
323.966,7.2923
324.966,7.2833
325.966,7.2745
326.966,7.2652
327.966,7.2554
328.966,7.2478
329.966,7.2389
330.966,7.229
331.966,7.2202
332.966,7.2126
333.966,7.2038
334.966,7.195
335.966,7.1864
336.966,7.178
337.966,7.1695
338.966,7.1603
339.966,7.1517
340.966,7.1443
341.966,7.1359
342.966,7.1275
343.966,7.1187
344.966,7.1103
345.966,7.1037
346.966,7.0947
347.965,7.0862
348.966,7.0786
349.966,7.0695
350.965,7.0613
351.966,7.0536
352.966,7.0453
353.966,7.0371
354.966,7.0285
355.966,7.0208
356.965,7.0135
357.966,7.0052
358.966,6.9972
359.966,6.9889
360.966,6.981
361.965,6.973
362.966,6.9652
363.966,6.9574
364.966,6.9492
365.966,6.9405
366.966,6.9317
367.966,6.9236
368.966,6.9148
369.966,6.9064
370.965,6.8981
371.965,6.89
372.966,6.8802
373.966,6.872
374.966,6.8646
375.966,6.8554
376.965,6.8475
377.966,6.8393
378.966,6.8295
379.966,6.8214
380.966,6.8141
381.966,6.8057
382.965,6.7972
383.965,6.7902
384.966,6.7827
385.966,6.775
386.966,6.7672
387.965,6.759
388.966,6.7519
389.965,6.7445
390.965,6.7366
391.965,6.7284
392.966,6.7207
393.965,6.7125
394.965,6.7044
395.966,6.6981
396.966,6.6899
397.965,6.6819
398.966,6.6746
399.966,6.6671
400.965,6.6589
401.966,6.6506
402.966,6.6423
403.966,6.6335
404.965,6.6261
405.966,6.618
406.966,6.61
407.965,6.602
408.965,6.5941
409.965,6.5865
410.965,6.578
411.965,6.5707
412.965,6.5642
413.965,6.5552
414.965,6.5466
415.966,6.5387
416.965,6.5312
417.965,6.5233
418.965,6.5159
419.965,6.5083
420.966,6.5009
421.965,6.493
422.965,6.4849
423.965,6.4777
424.965,6.4697
425.966,6.462
426.965,6.4544
427.965,6.4468
