t,U
297.985,10.5524
298.985,10.5473
299.984,10.543
300.984,10.5377
301.984,10.5327
302.985,10.5281
303.984,10.5227
304.985,10.517
305.984,10.5139
306.985,10.5088
307.984,10.5035
308.985,10.4988
309.985,10.4935
310.985,10.4883
311.984,10.4822
312.985,10.4772
313.984,10.4717
314.985,10.4666
315.985,10.4618
316.985,10.4562
317.984,10.4512
318.985,10.4459
319.985,10.4409
320.984,10.4346
321.985,10.4305
322.985,10.4249
323.985,10.4182
324.984,10.4142
325.985,10.409
326.984,10.404
327.985,10.3992
328.985,10.3945
329.984,10.3898
330.985,10.3845
331.984,10.3803
332.985,10.3757
333.985,10.3706
334.984,10.3658
335.985,10.3611
336.985,10.3568
337.985,10.3532
338.984,10.3482
339.984,10.3434
340.985,10.3384
341.985,10.3331
342.985,10.3275
343.985,10.3221
344.984,10.3163
345.985,10.3113
346.984,10.306
347.985,10.3007
348.985,10.2957
349.984,10.2903
350.985,10.2849
351.985,10.2792
352.985,10.2743
353.985,10.2672
354.985,10.2625
355.984,10.2582
356.984,10.2532
357.985,10.2473
358.985,10.2441
359.985,10.2387
360.985,10.2338
361.985,10.2303
362.985,10.2248
363.984,10.221
364.984,10.2157
365.984,10.2108
366.985,10.2055
367.985,10.2008
368.985,10.1958
369.985,10.1914
370.985,10.1869
371.985,10.1818
372.984,10.1762
373.984,10.1714
374.985,10.167
375.985,10.1606
376.984,10.1552
377.985,10.1502
378.985,10.145
379.985,10.1393
380.985,10.1345
381.985,10.1296
382.985,10.1249
383.985,10.1197
384.985,10.115
385.985,10.1107
386.985,10.1051
387.984,10.0996
388.985,10.095
389.985,10.0903
390.984,10.0846
391.985,10.0795
392.985,10.0747
393.985,10.0681
394.985,10.0643
395.985,10.0592
396.985,10.0544
397.984,10.0488
398.985,10.0441
399.985,10.0393
400.985,10.0346
401.985,10.0298
402.985,10.0247
403.985,10.0201
404.984,10.016
405.985,10.0109
406.985,10.0061
407.985,10.0008
408.986,9.9962
409.986,9.9912
410.986,9.9872
411.986,9.9819
412.986,9.9777
413.986,9.973
414.985,9.9692
415.986,9.963
416.986,9.9586
417.986,9.9538
418.986,9.9495
419.986,9.9433
420.986,9.9386
421.986,9.9344
422.986,9.9292
423.985,9.9248
424.986,9.9195
425.986,9.9142
426.986,9.9102
427.985,9.9045
428.986,9.9001
429.985,9.8957
430.986,9.8912
431.986,9.8864
432.985,9.8818
433.986,9.8768
434.986,9.873
435.986,9.8686
436.986,9.8633
437.986,9.8588
438.986,9.8543
439.986,9.8496
440.985,9.8455
441.986,9.8405
442.986,9.8361
443.986,9.831
444.986,9.8263
445.986,9.8217
446.986,9.8179
447.986,9.8131
448.986,9.8069
449.986,9.8025
450.986,9.7987
451.986,9.7934
452.986,9.7885
453.985,9.7831
454.986,9.779
455.986,9.7728
456.986,9.769
457.986,9.7638
458.986,9.7594
459.986,9.7539
460.985,9.7498
461.986,9.7447
462.986,9.7405
463.986,9.7352
464.986,9.7304
465.986,9.7257
466.986,9.7213
467.986,9.7173
468.986,9.7122
469.986,9.7078
470.986,9.7017
471.986,9.6975
472.986,9.6933
473.986,9.6879
474.985,9.6836
475.986,9.6793
476.986,9.6748
477.985,9.6706
478.986,9.6662
479.986,9.6614
480.986,9.6563
481.985,9.6514
482.986,9.6484
483.986,9.6437
484.986,9.6388
485.986,9.634
486.986,9.6293
487.985,9.6244
488.986,9.6207
489.986,9.6161
490.986,9.6121
491.986,9.6073
492.986,9.6019
493.986,9.5988
494.986,9.5938
495.986,9.5894
496.986,9.5841
497.985,9.5806
498.986,9.5757
499.986,9.5713
500.985,9.5661
501.986,9.5619
502.985,9.5576
503.986,9.5532
504.986,9.549
505.985,9.5441
506.986,9.5418
507.986,9.5372
508.986,9.5331
509.986,9.529
510.986,9.5238
511.986,9.5199
512.986,9.516
513.986,9.5111
514.986,9.5063
515.985,9.5021
516.985,9.4977
517.986,9.4944
518.986,9.4899
519.986,9.4864
520.985,9.4817
521.985,9.4775
522.985,9.4733
523.986,9.4695
524.986,9.4647
525.986,9.4609
526.986,9.4567
527.986,9.4522
528.986,9.4485
529.986,9.4439
530.986,9.44
531.986,9.4361
532.986,9.4314
533.986,9.427
534.986,9.4226
535.986,9.4178
536.986,9.4136
537.986,9.409
538.986,9.4041
539.986,9.4001
540.986,9.3947
541.986,9.39
542.986,9.3857
543.986,9.3807
544.985,9.3765
545.985,9.3724
546.986,9.3682
547.986,9.3632
548.986,9.3595
549.986,9.3549
550.987,9.3498
551.986,9.3455
552.986,9.341
553.986,9.3358
554.985,9.3322
555.986,9.3269
556.986,9.3228
557.986,9.3181
558.986,9.3138
559.986,9.3102
560.986,9.3065
561.986,9.3021
562.986,9.2983
563.986,9.2944
564.985,9.2898
565.986,9.2858
566.986,9.2821
567.986,9.2778
568.986,9.2749
569.986,9.2692
570.986,9.2663
571.986,9.262
572.985,9.2578
573.986,9.2539
574.986,9.2504
575.986,9.2458
576.986,9.2422
577.985,9.2381
578.986,9.234
579.986,9.2299
580.986,9.2261
581.986,9.2216
582.986,9.2177
583.986,9.214
584.985,9.2091
585.986,9.204
586.986,9.1997
587.986,9.196
588.986,9.1917
589.986,9.1877
590.986,9.1826
591.986,9.1774
592.986,9.1736
593.985,9.1694
594.985,9.1653
595.986,9.1619
596.986,9.1588
597.986,9.1526
598.986,9.1476
599.986,9.1431
600.986,9.1383
601.986,9.1343
602.986,9.1297
603.986,9.1259
604.986,9.1209
605.986,9.1157
606.985,9.1116
607.986,9.1077
608.986,9.1042
609.985,9.0997
610.986,9.0958
611.986,9.0922
612.986,9.0882
613.986,9.0842
614.986,9.0793
615.985,9.0763
616.986,9.072
617.986,9.0684
618.986,9.0639
619.985,9.0602
620.986,9.0555
621.986,9.0509
622.985,9.0469
623.986,9.0435
624.986,9.0397
625.986,9.0356
626.986,9.0318
627.985,9.0269
628.986,9.0226
629.985,9.0188
630.986,9.0139
631.986,9.0088
632.986,9.004
633.986,8.9993
634.986,8.9955
635.986,8.9912
636.986,8.9871
637.986,8.9826
638.986,8.9783
639.986,8.9746
640.986,8.9703
641.985,8.9653
642.987,8.96
643.988,8.9558
644.986,8.9526
645.986,8.9479
646.986,8.9444
647.986,8.9388
648.986,8.936
649.986,8.9313
650.986,8.9268
651.986,8.9235
652.986,8.9201
653.986,8.9145
654.986,8.9112
656.01,8.9079
656.994,8.9061
657.992,8.9022
658.986,8.8958
659.986,8.8917
660.986,8.8875
661.986,8.8833
662.986,8.8796
663.985,8.8759
664.986,8.8723
665.985,8.8687
666.986,8.8648
667.986,8.861
668.986,8.8565
669.986,8.8532
670.986,8.8491
671.986,8.845
672.986,8.8409
673.986,8.8362
674.985,8.833
675.986,8.828
676.986,8.8251
677.986,8.8208
678.986,8.8166
679.986,8.8129
680.985,8.8084
681.986,8.804
682.986,8.7996
683.986,8.7953
684.986,8.7909
685.986,8.7867
686.986,8.7827
687.986,8.7774
688.985,8.7747
689.986,8.7697
690.986,8.7652
691.986,8.7614
692.986,8.7575
693.985,8.7528
694.986,8.7483
695.986,8.7443
696.986,8.7404
697.986,8.7362
698.986,8.7322
699.986,8.7281
700.985,8.7235
701.985,8.7203
702.986,8.7137
703.986,8.7108
704.986,8.7048
705.986,8.7023
706.986,8.6995
707.986,8.694
708.986,8.6906
709.986,8.6878
710.986,8.6825
711.986,8.6782
712.986,8.6743
713.986,8.6696
714.986,8.6666
715.985,8.6624
716.986,8.6592
717.986,8.6544
718.986,8.6516
719.986,8.6469
720.985,8.6428
721.986,8.6396
722.986,8.6356
723.986,8.6318
724.986,8.6283
725.986,8.6241
726.986,8.6208
727.986,8.6167
728.986,8.6131
729.986,8.6083
730.986,8.6051
731.986,8.6009
732.986,8.5977
733.986,8.5938
734.986,8.5895
735.986,8.5858
736.986,8.5813
737.986,8.5775
738.986,8.5738
739.986,8.5698
740.986,8.5663
741.986,8.5626
742.986,8.5581
743.985,8.553
744.986,8.5499
745.986,8.5463
746.986,8.5416
747.986,8.5374
748.986,8.5326
749.986,8.5295
750.986,8.5252
751.988,8.5217
752.986,8.5166
753.986,8.5122
754.986,8.509
755.986,8.5044
756.986,8.5003
757.986,8.4963
758.986,8.4929
759.986,8.4883
760.986,8.4846
761.986,8.481
762.986,8.477
763.986,8.4734
764.986,8.4693
765.986,8.4659
766.986,8.4633
767.986,8.4593
768.986,8.4545
769.986,8.4511
770.986,8.4453
771.986,8.4422
772.986,8.4399
773.985,8.4357
774.986,8.4318
775.986,8.4276
776.986,8.4237
777.985,8.4199
778.986,8.4151
779.986,8.4105
780.985,8.4069
781.986,8.4024
782.986,8.3987
783.986,8.3949
784.986,8.3904
785.985,8.3877
786.986,8.3829
787.986,8.3788
788.986,8.375
789.986,8.3718
790.986,8.3672
791.986,8.3629
792.986,8.3586
793.986,8.3543
794.986,8.3515
795.986,8.3474
796.986,8.3427
797.985,8.3384
798.986,8.3334
799.986,8.3302
800.986,8.3272
801.986,8.3225
802.986,8.3181
803.986,8.3149
804.986,8.3111
805.986,8.306
806.986,8.3021
807.986,8.2984
808.986,8.2942
809.986,8.2889
810.986,8.2851
811.985,8.2795
812.986,8.2757
813.986,8.2722
814.986,8.2684
815.986,8.2647
816.985,8.2612
817.986,8.2559
818.986,8.2546
819.986,8.2505
820.986,8.2473
821.986,8.2435
822.986,8.2394
824,8.2388
824.986,8.2331
825.998,8.2289
826.985,8.226
827.986,8.2222
828.986,8.2199
829.986,8.2149
830.986,8.2116
831.986,8.2085
832.986,8.2045
833.986,8.2007
834.985,8.1957
835.985,8.1925
836.986,8.1873
837.985,8.1834
838.986,8.1796
839.986,8.1746
840.986,8.1709
841.986,8.167
842.985,8.1621
843.986,8.1576
844.986,8.1542
845.986,8.1498
846.986,8.146
847.985,8.1423
848.985,8.1398
849.986,8.1365
850.986,8.134
851.986,8.1285
852.985,8.1254
853.985,8.1229
854.985,8.1193
855.986,8.1157
856.986,8.112
857.986,8.1098
858.986,8.1068
859.986,8.1026
860.986,8.0986
861.986,8.0961
862.986,8.0923
863.986,8.0878
864.986,8.0846
865.985,8.0796
866.986,8.0751
867.986,8.0717
868.986,8.0675
869.986,8.0641
870.986,8.0597
871.986,8.055
872.985,8.0509
873.986,8.0467
874.986,8.0423
875.986,8.0396
876.986,8.036
877.986,8.0332
878.986,8.0294
879.986,8.0253
880.985,8.0224
881.986,8.0189
882.986,8.0154
883.986,8.0116
884.986,8.0077
885.985,8.0052
886.985,8.0022
887.986,7.9989
888.986,7.9945
889.986,7.991
890.986,7.9879
891.986,7.9839
892.986,7.9801
893.986,7.9769
894.986,7.9729
895.986,7.9694
896.986,7.965
897.986,7.9619
898.986,7.9581
899.986,7.9548
900.985,7.9502
901.986,7.9471
902.986,7.9436
903.986,7.94
904.986,7.9364
905.985,7.932
906.986,7.928
907.986,7.925
908.986,7.921
909.986,7.9164
910.985,7.911
911.986,7.9077
912.986,7.9004
913.986,7.9005
914.986,7.8979
915.986,7.8941
916.985,7.8899
917.986,7.8863
918.986,7.8833
919.986,7.8801
920.986,7.876
921.986,7.8728
922.986,7.8689
923.986,7.8661
924.986,7.8617
925.986,7.8587
926.986,7.8549
927.986,7.8514
928.986,7.848
929.985,7.8445
930.986,7.8404
931.986,7.8368
932.985,7.8329
933.985,7.8292
934.986,7.8264
935.986,7.8225
936.986,7.8185
937.987,7.8159
938.986,7.8121
939.986,7.8088
940.986,7.8045
941.986,7.8018
942.986,7.7988
943.986,7.7954
944.986,7.7925
945.986,7.7884
946.986,7.7851
947.986,7.7826
948.986,7.7775
949.986,7.7748
950.986,7.7707
951.986,7.7666
952.986,7.7629
953.986,7.7609
954.986,7.7572
955.986,7.7537
956.986,7.7506
957.986,7.7468
958.986,7.7445
959.986,7.7406
960.986,7.7378
961.986,7.7335
962.985,7.7294
963.986,7.7264
964.986,7.7224
965.986,7.7198
966.985,7.7165
967.986,7.7125
968.986,7.7094
969.986,7.7057
970.986,7.7027
971.986,7.6988
972.986,7.6951
973.986,7.6916
974.986,7.6888
975.986,7.6852
976.986,7.6815
977.986,7.6782
978.986,7.6748
979.986,7.6715
980.986,7.6685
981.986,7.6645
982.986,7.6614
983.986,7.6584
984.986,7.6545
985.986,7.6516
986.986,7.6479
987.986,7.6446
988.986,7.641
989.986,7.6378
990.986,7.6344
991.986,7.6302
992.985,7.6259
993.986,7.6231
994.986,7.6197
995.985,7.6166
996.986,7.613
997.986,7.6091
998.986,7.6058
999.986,7.6017
1000.99,7.5982
1001.99,7.5955
1002.99,7.5915
1003.99,7.5887
1004.99,7.5847
1005.99,7.5817
1006.99,7.5786
1007.99,7.5744
1008.99,7.5713
1009.99,7.5674
1010.99,7.5651
1011.99,7.561
1012.99,7.5579
1013.99,7.5541
1014.99,7.5512
1015.99,7.5481
1016.99,7.5444
1017.99,7.5414
1018.99,7.5381
1019.99,7.5346
1020.99,7.5321
1021.99,7.5275
1022.99,7.5237
1023.99,7.522
1024.99,7.5183
1025.99,7.5153
1026.99,7.5116
1027.99,7.5083
1028.99,7.5056
1029.99,7.502
1030.99,7.4989
1031.99,7.4949
1032.99,7.4917
1033.99,7.489
1034.99,7.4856
1035.99,7.4818
1036.99,7.478
1037.99,7.4744
1038.99,7.4712
1039.99,7.4667
1040.99,7.4637
1041.99,7.4604
1042.99,7.457
1043.99,7.453
1044.99,7.4496
1045.99,7.4462
1046.99,7.4426
1047.99,7.4396
1048.99,7.436
1049.99,7.4331
1050.99,7.4298
1051.98,7.4263
1052.99,7.4233
1053.99,7.4195
1054.99,7.4158
1055.99,7.4132
1056.99,7.4092
1057.99,7.407
1058.99,7.4018
1059.98,7.3993
1060.99,7.3953
1061.99,7.3924
1062.99,7.3893
1063.99,7.386
1064.98,7.3827
1065.99,7.3787
1066.99,7.3759
1067.99,7.3734
1068.99,7.3704
1069.99,7.367
1070.99,7.3642
1071.99,7.3593
